"candidate_id","method","DGP","replication","case_role","diagnostic_role","chain","estimand_x","estimand_y","correlation"
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","mean_width",-0.461282823454996
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","mean_midpoint",-0.428867741905686
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","mean_upper",-0.479994353561259
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","observed_loss",-0.52006306153627
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","mean_width",-0.448096180550565
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","mean_midpoint",-0.412217191938985
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","mean_upper",-0.464267080849196
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","observed_loss",-0.531922968508438
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","mean_width",-0.485299482828907
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","mean_midpoint",-0.440467060759363
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","mean_upper",-0.497179872478446
"whole_scan_x4","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","observed_loss",-0.546278638284007
"whole_scan_x4","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","mean_width",-0.488463043335569
"whole_scan_x4","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.437958792966087
"whole_scan_x4","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","mean_upper",-0.507106014210659
"whole_scan_x4","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","observed_loss",-0.431200606053072
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",1,"log_q_1","mean_width",-0.45121436067497
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",1,"log_q_1","mean_midpoint",-0.423181179350394
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",1,"log_q_1","mean_upper",-0.472632470711715
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",1,"log_q_1","observed_loss",-0.536150223765995
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","mean_width",-0.475534369021886
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","mean_midpoint",-0.442092717885965
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","mean_upper",-0.49422607515069
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1","observed_loss",-0.534207210673092
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","mean_width",-0.439068821316521
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","mean_midpoint",-0.414289377954615
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","mean_upper",-0.461220164164441
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1","observed_loss",-0.532994341639869
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","mean_width",-0.500593144539335
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","mean_midpoint",-0.439653509822095
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","mean_upper",-0.50476070837438
"whole_scan_x8","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1","observed_loss",-0.54803736825533
"whole_scan_x8","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","mean_width",-0.423604784152383
"whole_scan_x8","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.411107413824109
"whole_scan_x8","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","mean_upper",-0.458820546558921
"whole_scan_x8","M10","S05",104,"hard","one_chain_standard",1,"log_q_1","observed_loss",-0.457694560325077
"whole_scan_x2","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","log_lambda",0.346991437951895
"whole_scan_x2","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_width",-0.644827918922397
"whole_scan_x2","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.606186781865565
"whole_scan_x2","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_upper",-0.676056345523205
"whole_scan_x2","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","observed_loss",-0.452538072262773
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","log_lambda",0.408089076566237
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_width",-0.695132071433468
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_midpoint",-0.644697105041588
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_upper",-0.707836211222963
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","observed_loss",-0.534352602956441
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","log_lambda",0.424139529322017
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_width",-0.743467938611624
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_midpoint",-0.687714743122048
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_upper",-0.751420522068599
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","observed_loss",-0.55560828648387
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","log_lambda",0.399897436823627
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_width",-0.687136379619013
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_midpoint",-0.641293235411881
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_upper",-0.702161280859805
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","observed_loss",-0.525617234094141
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","log_lambda",0.412707060872943
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_width",-0.703930356960885
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_midpoint",-0.660913133549634
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_upper",-0.718416123952953
"whole_scan_x2","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","observed_loss",-0.549559179264277
"whole_scan_x2","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","log_lambda",0.395153075163258
"whole_scan_x2","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_width",-0.739096006464338
"whole_scan_x2","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.715797484755274
"whole_scan_x2","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_upper",-0.766629015729349
"whole_scan_x2","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","observed_loss",-0.491630238118013
"whole_scan_x4","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","log_lambda",0.346918186400549
"whole_scan_x4","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_width",-0.642602227771177
"whole_scan_x4","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.609566587939949
"whole_scan_x4","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_upper",-0.677359016395018
"whole_scan_x4","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","observed_loss",-0.462498976255054
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","log_lambda",0.395338163061079
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_width",-0.702178514251607
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_midpoint",-0.651622193854259
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_upper",-0.714217271541681
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","observed_loss",-0.528348110991474
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","log_lambda",0.409892814766284
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_width",-0.745192933945961
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_midpoint",-0.692303716545891
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_upper",-0.755930987718233
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","observed_loss",-0.537915384269355
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","log_lambda",0.387152578953755
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_width",-0.685375307811943
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_midpoint",-0.637016639015352
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_upper",-0.698904138143933
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","observed_loss",-0.517654722250368
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","log_lambda",0.404438845517735
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_width",-0.701442113868039
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_midpoint",-0.654596873748773
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_upper",-0.714953710937433
"whole_scan_x4","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","observed_loss",-0.547025079644671
"whole_scan_x4","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","log_lambda",0.352793879342975
"whole_scan_x4","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_width",-0.705634547001249
"whole_scan_x4","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.683147054473968
"whole_scan_x4","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_upper",-0.736580158257148
"whole_scan_x4","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","observed_loss",-0.441714587402407
"whole_scan_x8","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","log_lambda",0.362336736304317
"whole_scan_x8","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_width",-0.653795800147623
"whole_scan_x8","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.61621860436575
"whole_scan_x8","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","mean_upper",-0.685941132278563
"whole_scan_x8","M11","S05",190,"guard","one_chain_standard",1,"log_q_1","observed_loss",-0.48144958476495
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","log_lambda",0.394700106953685
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_width",-0.694052461229602
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_midpoint",-0.648508055120367
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","mean_upper",-0.708249340658644
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",1,"log_q_1","observed_loss",-0.523346314274198
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","log_lambda",0.420930951732523
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_width",-0.734985397693638
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_midpoint",-0.682792688415802
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","mean_upper",-0.746371186006653
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",2,"log_q_1","observed_loss",-0.556254316875534
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","log_lambda",0.391996712804127
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_width",-0.69343431099329
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_midpoint",-0.641834024138398
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","mean_upper",-0.706008200308047
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",3,"log_q_1","observed_loss",-0.516473453970372
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","log_lambda",0.433348327107077
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_width",-0.752820956230212
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_midpoint",-0.705056274091184
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","mean_upper",-0.764815460795235
"whole_scan_x8","M11","S05",74,"hard","four_chain_sentinel",4,"log_q_1","observed_loss",-0.574768615198877
"whole_scan_x8","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","log_lambda",0.349644447915373
"whole_scan_x8","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_width",-0.701331781006552
"whole_scan_x8","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_midpoint",-0.675984367201492
"whole_scan_x8","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","mean_upper",-0.732669365714939
"whole_scan_x8","M11","S05",172,"hard","one_chain_standard",1,"log_q_1","observed_loss",-0.436115061198768
