"scope","artifact_role","path","initial_allocated_bytes","initial_file_count","reconciled_allocated_bytes","reconciled_file_count","concurrent_change_detected","removed_file_count","removed_logical_bytes","final_allocated_bytes","final_file_count","tracked_file_count","promotion_status","disposition","recoverability"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_preflight_20260723T232230Z_f854494b9e37",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_preflight_20260724T012439Z_aa45e9a5aec1",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_preflight_20260724T012609Z_e24feb411b2e",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_reference_only_20260723T205206Z_ec0ed5f57772",36864,9,36864,9,FALSE,0,0,36864,9,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_reference_only_20260723T231410Z_1e2f291b50cf",90112,21,90112,21,FALSE,0,0,90112,21,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_reference_only_20260723T232301Z_f854494b9e37",110592,21,110592,21,FALSE,0,0,110592,21,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_reference_only_20260723T233124Z_bf8785f41d91",114688,21,114688,21,FALSE,0,0,114688,21,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_reference_only_20260723T234148Z_2e7840388d56",110592,21,110592,21,FALSE,0,0,110592,21,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_bounded_reference_only_20260724T012636Z_e24feb411b2e",114688,22,114688,22,FALSE,0,0,114688,22,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_224758e",90730496,37,90730496,37,FALSE,1,87631830,3092480,36,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_5a400ff",90730496,37,90730496,37,FALSE,1,87631830,3096576,36,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_5e36468",90726400,37,90726400,37,FALSE,1,87631830,3092480,36,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_a570ae3",90726400,37,90726400,37,FALSE,1,87631830,3092480,36,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_b8b7748",90738688,39,90738688,39,FALSE,1,87631830,3104768,38,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_bb96629",90730496,37,90730496,37,FALSE,1,87631830,3092480,36,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_cb0c7bb",90750976,39,90750976,39,FALSE,1,87631830,3112960,38,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_confirmatory_ce02915",90726400,37,90726400,37,FALSE,1,87631830,3092480,36,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_main_simulation_20260724",544096256,165,544096256,165,FALSE,6,525790980,18284544,159,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_main_simulation_preliminary_20260724",512000,57,512000,57,FALSE,0,0,512000,57,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output11_benchmark_60d0uV",52371456,30,52371456,30,FALSE,4,45304968,7057408,26,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output11_failclosed_ZwsO23",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output11_preflight_obksyh",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output11_reference_WEj2hY",118784,22,118784,22,FALSE,0,0,118784,22,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_authorized_failclosed_AFL7br",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_authorized_preflight_i7eI2o",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_authorized_reference_8L5gnh",122880,22,122880,22,FALSE,0,0,122880,22,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_bounded_24fit_CGzzKu",69632,14,69632,14,FALSE,0,0,69632,14,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_time0fix_benchmark_6dddlv",52375552,30,52375552,30,FALSE,4,45307288,7061504,26,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_time0fix_failclosed_RwL1CF",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_time0fix_preflight_MpWMVj",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output12_time0fix_reference_3GFeIk",122880,22,122880,22,FALSE,0,0,122880,22,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output13_authorized_failclosed_1pkhtQ",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output13_authorized_preflight_3hq9LO",49152,12,49152,12,FALSE,0,0,49152,12,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output13_authorized_reference_7AECAG",126976,22,126976,22,FALSE,0,0,126976,22,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output13_bounded_24fit_uVxx4P",285769728,50,13635584,26,TRUE,0,0,13635584,26,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_output_bundle","/data/muscat_data/jaguir26/RQR-GIBBS/application/outputs/rqr_dlm_output16_reconciliation_aa1ded8",90730496,37,90730496,37,FALSE,1,87631830,3096576,36,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_confirmatory_authorizations",53248,8,53248,8,FALSE,0,0,53248,8,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_horizon_fixed_design_validation_8e1daf9",7503872,7,7503872,7,FALSE,1,7434556,65536,6,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_horizon_fixed_design_validation_dev_20260726_1",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_horizon_fixed_design_validation_dev_20260726_2",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_horizon_fixed_design_validation_dev_20260726_3",7503872,7,7503872,7,FALSE,1,7434578,65536,6,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_m01_asis_benchmark_20260727",12288,2,12288,2,FALSE,0,0,12288,2,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_m01_asis_benchmark_failed_20260727",8192,1,8192,1,FALSE,0,0,8192,1,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_m01_collapsed_multichain_benchmark_20260727",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_m01_collapsed_multichain_benchmark_dev2_20260727",16384,3,16384,3,FALSE,0,0,16384,3,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_m01_collapsed_sweeps_benchmark_20260727",12288,2,12288,2,FALSE,0,0,12288,2,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_promotion_e9c8068_20260727",327520256,47,327520256,47,FALSE,5,326617833,880640,42,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_resource_envelope_dev2_20260727",192512,6,192512,6,FALSE,0,0,192512,6,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_resource_envelope_dev3_20260727_1933421",192512,6,192512,6,FALSE,0,0,192512,6,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_resource_envelope_dev_20260727",192512,6,192512,6,FALSE,0,0,192512,6,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_scale_diagnostics_20260726",39780352,14,39780352,14,FALSE,4,39617942,159744,10,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_transition_comparison_20260727_20260728T055715Z",34512896,7,34512896,7,FALSE,1,34373334,139264,6,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_transition_forensics_test_O9yqSE",1056768,13,1056768,13,FALSE,0,0,1056768,13,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_comparator_projection_validation_8e1daf9",38109184,5,38109184,5,FALSE,1,37977505,131072,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_comparator_projection_validation_development_20260726",30068736,5,30068736,5,FALSE,1,29933807,131072,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_comparator_projection_validation_development_retain4000_20260726",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_comparator_projection_validation_exact_197e53e_20260726",38109184,5,38109184,5,FALSE,1,37977499,131072,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_comparator_projection_validation_final_development_20260726",38109184,5,38109184,5,FALSE,1,37977499,131072,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_comparator_schedule_diagnostics_20260726",12288,1,12288,1,FALSE,0,0,12288,1,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_correction_validation_8e1daf9",47644672,5,47644672,5,FALSE,1,47511624,131072,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_correction_validation_development_20260726",47644672,5,47644672,5,FALSE,1,47511692,131072,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave1_correction_validation_exact_197e53e_20260726",47644672,5,47644672,5,FALSE,1,47511585,131072,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m01_correction_dev2_20260727",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m01_correction_dev3_20260727",102187008,5,102187008,5,FALSE,1,102023423,159744,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m01_correction_dev_20260727",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev2_20260727",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev3_20260727",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev4_20260727",44728320,5,44728320,5,FALSE,1,44570644,155648,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev5_20260727",66076672,5,66076672,5,FALSE,1,65919859,155648,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev6_20260727",66080768,5,66080768,5,FALSE,1,65924443,155648,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev7_20260727",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev8_20260727",66088960,5,66088960,5,FALSE,1,65930545,155648,4,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
"primary_checkout","superseded_validation_cache","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/rqr_dlm_wave2_m02_correction_dev_20260727",4096,0,4096,0,FALSE,0,0,4096,0,0,"terminal_or_superseded_not_promotable","heavy_artifacts_removed_compact_files_retained","regenerate_from_committed_source_and_frozen_contract"
